BC_to_correct,OG_BC,percent_OG_BC,percent_BC_to_correct
BC_01,BC_01,0.9235137102644989,0.9235137102644989
BC_02,BC_01,0.9235137102644989,0.057461781121087116
BC_01,BC_02,0.5871060039688034,0.38571230790530253
BC_02,BC_02,0.5871060039688034,0.5871060039688034
BC_90,BC_02,0.5871060039688034,0.0011537219068715678
BC_01,BC_03,0.5500222444666889,0.07554776999221444
BC_02,BC_03,0.5500222444666889,0.3557446335224113
BC_03,BC_03,0.5500222444666889,0.5500222444666889
BC_64,BC_03,0.5500222444666889,0.001001001001001001
BC_01,BC_04,0.6365272026274453,0.00619734399543053
BC_02,BC_04,0.6365272026274453,0.020134228187919462
BC_03,BC_04,0.6365272026274453,0.3190918177923747
BC_04,BC_04,0.6365272026274453,0.6365272026274453
BC_01,BC_05,0.7164361127565421,0.0024739537962995225
BC_02,BC_05,0.7164361127565421,0.0026830203142966655
BC_03,BC_05,0.7164361127565421,0.06338199937280045
BC_04,BC_05,0.7164361127565421,0.19446670615700895
BC_05,BC_05,0.7164361127565421,0.7164361127565421
BC_158,BC_05,0.7164361127565421,0.0010801770096519041
BC_64,BC_05,0.7164361127565421,0.0013589323669814279
BC_03,BC_06,0.8128854730050289,0.004839168801594079
BC_04,BC_06,0.8128854730050289,0.00825505266154284
BC_05,BC_06,0.8128854730050289,0.13568649777018693
BC_06,BC_06,0.8128854730050289,0.8128854730050289
BC_52,BC_06,0.8128854730050289,0.0014549134959041022
BC_57,BC_06,0.8128854730050289,0.0013600278331277478
BC_90,BC_06,0.8128854730050289,0.0017395704842331657
BC_95,BC_06,0.8128854730050289,0.0018977132555270898
BC_97,BC_06,0.8128854730050289,0.0016130562671980264
BC_01,BC_07,0.8567093728927849,0.0012643290627107216
BC_02,BC_07,0.8567093728927849,0.0010114632501685772
BC_03,BC_07,0.8567093728927849,0.003287255563047876
BC_04,BC_07,0.8567093728927849,0.003624409979770735
BC_05,BC_07,0.8567093728927849,0.01820633850303439
BC_06,BC_07,0.8567093728927849,0.0953304113283884
BC_07,BC_07,0.8567093728927849,0.8567093728927849
BC_01,BC_08,0.9126858821369561,0.0035248760785753625
BC_02,BC_08,0.9126858821369561,0.002753809436387002
BC_03,BC_08,0.9126858821369561,0.0013585459886175876
BC_04,BC_08,0.9126858821369561,0.001799155498439508
BC_05,BC_08,0.9126858821369561,0.003965485588397283
BC_06,BC_08,0.9126858821369561,0.006241968055810538
BC_07,BC_08,0.9126858821369561,0.03477143381677988
BC_08,BC_08,0.9126858821369561,0.9126858821369561
BC_52,BC_08,0.9126858821369561,0.001064806315402974
BC_57,BC_08,0.9126858821369561,0.0012483936111621077
BC_90,BC_08,0.9126858821369561,0.0016155682026803746
BC_97,BC_08,0.9126858821369561,0.0017624380392876813
BC_01,BC_09,0.9476016804394995,0.008540695258759983
BC_02,BC_09,0.9476016804394995,0.009279349983841927
BC_04,BC_09,0.9476016804394995,0.0014311435298462675
BC_06,BC_09,0.9476016804394995,0.0023082960158810764
BC_07,BC_09,0.9476016804394995,0.003647107705092101
BC_08,BC_09,0.9476016804394995,0.008309865657171876
BC_09,BC_09,0.9476016804394995,0.9476016804394995
BC_01,BC_10,0.9215718581373317,0.011615932775878404
BC_02,BC_10,0.9215718581373317,0.01713556040696956
BC_03,BC_10,0.9215718581373317,0.004160316348807513
BC_04,BC_10,0.9215718581373317,0.007373233925114305
BC_05,BC_10,0.9215718581373317,0.0010297812744573052
BC_06,BC_10,0.9215718581373317,0.0021007537998929027
BC_08,BC_10,0.9215718581373317,0.001935988795979734
BC_09,BC_10,0.9215718581373317,0.012604522799357417
BC_10,BC_10,0.9215718581373317,0.9215718581373317
BC_64,BC_10,0.9215718581373317,0.0013181200313053508
BC_94,BC_10,0.9215718581373317,0.0010709725254355975
BC_01,BC_11,0.9051142805991526,0.00662409739213463
BC_02,BC_11,0.9051142805991526,0.010920809214059796
BC_03,BC_11,0.9051142805991526,0.00751924568836904
BC_04,BC_11,0.9051142805991526,0.014382049292832846
BC_05,BC_11,0.9051142805991526,0.0026257683356209344
BC_06,BC_11,0.9051142805991526,0.007399892582204452
BC_07,BC_11,0.9051142805991526,0.0011935310616458794
BC_08,BC_11,0.9051142805991526,0.0013128841678104672
BC_09,BC_11,0.9051142805991526,0.0026854448887032286
BC_10,BC_11,0.9051142805991526,0.023751268126753
BC_11,BC_11,0.9051142805991526,0.9051142805991526
BC_01,BC_12,0.8943912812333865,0.0026847421584263688
BC_02,BC_12,0.8943912812333865,0.004013822434875067
BC_03,BC_12,0.8943912812333865,0.008160552897395002
BC_04,BC_12,0.8943912812333865,0.012360446570972886
BC_05,BC_12,0.8943912812333865,0.005608718766613503
BC_06,BC_12,0.8943912812333865,0.014088250930356193
BC_07,BC_12,0.8943912812333865,0.002126528442317916
BC_08,BC_12,0.8943912812333865,0.0031366294524189263
BC_09,BC_12,0.8943912812333865,0.0011164274322169058
BC_10,BC_12,0.8943912812333865,0.004332801701222754
BC_11,BC_12,0.8943912812333865,0.029718234981392876
BC_12,BC_12,0.8943912812333865,0.8943912812333865
BC_66,BC_12,0.8943912812333865,0.001063264221158958
BC_94,BC_12,0.8943912812333865,0.00114300903774588
BC_03,BC_13,0.9041623463190639,0.00525848022515183
BC_04,BC_13,0.9041623463190639,0.0062953636498296545
BC_05,BC_13,0.9041623463190639,0.004665975411050215
BC_06,BC_13,0.9041623463190639,0.014590431047252259
BC_07,BC_13,0.9041623463190639,0.0027403347652199673
BC_08,BC_13,0.9041623463190639,0.004443786105762109
BC_09,BC_13,0.9041623463190639,0.0026662716634572657
BC_10,BC_13,0.9041623463190639,0.0017775144423048438
BC_11,BC_13,0.9041623463190639,0.004295659902236706
BC_12,BC_13,0.9041623463190639,0.024959265294030513
BC_13,BC_13,0.9041623463190639,0.9041623463190639
BC_03,BC_14,0.8915146185974939,0.002857770938667839
BC_04,BC_14,0.8915146185974939,0.003901956473950319
BC_05,BC_14,0.8915146185974939,0.0048362277423609585
BC_06,BC_14,0.8915146185974939,0.011376126621235437
BC_07,BC_14,0.8915146185974939,0.004341613541437679
BC_08,BC_14,0.8915146185974939,0.008078698615080237
BC_09,BC_14,0.8915146185974939,0.008078698615080237
BC_11,BC_14,0.8915146185974939,0.0018135854033853593
BC_12,BC_14,0.8915146185974939,0.004286656408001759
BC_13,BC_14,0.8915146185974939,0.03324906572873159
BC_14,BC_14,0.8915146185974939,0.8915146185974939
BC_03,BC_15,0.9143781703690746,0.0021864614308203605
BC_04,BC_15,0.9143781703690746,0.0021427322022039533
BC_05,BC_15,0.9143781703690746,0.0036732552037782055
BC_06,BC_15,0.9143781703690746,0.007958719608186112
BC_07,BC_15,0.9143781703690746,0.005203778205352457
BC_08,BC_15,0.9143781703690746,0.009270596466678327
BC_09,BC_15,0.9143781703690746,0.014518103900647193
BC_11,BC_15,0.9143781703690746,0.0013118768584922161
BC_12,BC_15,0.9143781703690746,0.0021427322022039533
BC_13,BC_15,0.9143781703690746,0.005378695119818086
BC_14,BC_15,0.9143781703690746,0.012462830155676053
BC_15,BC_15,0.9143781703690746,0.9143781703690746
BC_03,BC_16,0.9040443170372666,0.0015108080886340745
BC_04,BC_16,0.9040443170372666,0.001588285426512745
BC_05,BC_16,0.9040443170372666,0.002672968156814132
BC_06,BC_16,0.9040443170372666,0.002982877508328814
BC_07,BC_16,0.9040443170372666,0.004183776245448206
BC_08,BC_16,0.9040443170372666,0.00627566436817231
BC_09,BC_16,0.9040443170372666,0.01565042225149144
BC_10,BC_16,0.9040443170372666,0.002014410784845433
BC_11,BC_16,0.9040443170372666,0.0017045014333307508
BC_12,BC_16,0.9040443170372666,0.0016657627643914155
BC_13,BC_16,0.9040443170372666,0.0017819787712094212
BC_14,BC_16,0.9040443170372666,0.00236305880529945
BC_15,BC_16,0.9040443170372666,0.030022468427984814
BC_16,BC_16,0.9040443170372666,0.9040443170372666
BC_195,BC_16,0.9040443170372666,0.0010072053924227165
BC_64,BC_16,0.9040443170372666,0.0010072053924227165
BC_94,BC_16,0.9040443170372666,0.001278376074998063
BC_05,BC_17,0.9197930142302717,0.0011827758270190353
BC_06,BC_17,0.9197930142302717,0.0018111254851228978
BC_07,BC_17,0.9197930142302717,0.002735169099981519
BC_08,BC_17,0.9197930142302717,0.0039549066715949
BC_09,BC_17,0.9197930142302717,0.01127333210127518
BC_10,BC_17,0.9197930142302717,0.004841988541859176
BC_11,BC_17,0.9197930142302717,0.004287562372944003
BC_12,BC_17,0.9197930142302717,0.004102753649972279
BC_13,BC_17,0.9197930142302717,0.0013675845499907596
BC_14,BC_17,0.9197930142302717,0.0015893550175568286
BC_15,BC_17,0.9197930142302717,0.004583256329698762
BC_16,BC_17,0.9197930142302717,0.014452042136388838
BC_17,BC_17,0.9197930142302717,0.9197930142302717
BC_97,BC_17,0.9197930142302717,0.0010718905932360007
BC_06,BC_18,0.8965198644902987,0.0018038629064191121
BC_07,BC_18,0.8965198644902987,0.002419816093976858
BC_08,BC_18,0.8965198644902987,0.0020238461876897354
BC_09,BC_18,0.8965198644902987,0.008271371375775442
BC_10,BC_18,0.8965198644902987,0.009591271063399182
BC_11,BC_18,0.8965198644902987,0.01060319415724405
BC_12,BC_18,0.8965198644902987,0.010339214219719301
BC_13,BC_18,0.8965198644902987,0.0030357692815346036
BC_14,BC_18,0.8965198644902987,0.0036957191253464737
BC_15,BC_18,0.8965198644902987,0.0025958027189933565
BC_16,BC_18,0.8965198644902987,0.004179682344141845
BC_17,BC_18,0.8965198644902987,0.024154164283514454
BC_18,BC_18,0.8965198644902987,0.8965198644902987
BC_07,BC_19,0.8898243925908107,0.001623767139764253
BC_08,BC_19,0.8898243925908107,0.0012027904738994466
BC_09,BC_19,0.8898243925908107,0.0034880923743083954
BC_10,BC_19,0.8898243925908107,0.01004330045706038
BC_11,BC_19,0.8898243925908107,0.011246090930959827
BC_12,BC_19,0.8898243925908107,0.016538369016117393
BC_13,BC_19,0.8898243925908107,0.006134231416887178
BC_14,BC_19,0.8898243925908107,0.012268462833774356
BC_15,BC_19,0.8898243925908107,0.0021048833293240317
BC_16,BC_19,0.8898243925908107,0.0021048833293240317
BC_17,BC_19,0.8898243925908107,0.004570603800817898
BC_18,BC_19,0.8898243925908107,0.011185951407264855
BC_19,BC_19,0.8898243925908107,0.8898243925908107
BC_52,BC_19,0.8898243925908107,0.0011426509502044744
BC_57,BC_19,0.8898243925908107,0.0010223719028145297
BC_90,BC_19,0.8898243925908107,0.0010223719028145297
BC_07,BC_20,0.8050478677110531,0.0013054830287206266
BC_08,BC_20,0.8050478677110531,0.0026109660574412533
BC_09,BC_20,0.8050478677110531,0.0017406440382941688
BC_10,BC_20,0.8050478677110531,0.0017406440382941688
BC_11,BC_20,0.8050478677110531,0.007832898172323759
BC_12,BC_20,0.8050478677110531,0.006527415143603133
BC_128,BC_20,0.8050478677110531,0.0017406440382941688
BC_13,BC_20,0.8050478677110531,0.004786771105308964
BC_14,BC_20,0.8050478677110531,0.008703220191470844
BC_15,BC_20,0.8050478677110531,0.002175805047867711
BC_16,BC_20,0.8050478677110531,0.002175805047867711
BC_167,BC_20,0.8050478677110531,0.0013054830287206266
BC_17,BC_20,0.8050478677110531,0.0034812880765883376
BC_18,BC_20,0.8050478677110531,0.0013054830287206266
BC_19,BC_20,0.8050478677110531,0.03350739773716275
BC_193,BC_20,0.8050478677110531,0.0034812880765883376
BC_196,BC_20,0.8050478677110531,0.0026109660574412533
BC_197,BC_20,0.8050478677110531,0.002175805047867711
BC_198,BC_20,0.8050478677110531,0.002175805047867711
BC_20,BC_20,0.8050478677110531,0.8050478677110531
BC_202,BC_20,0.8050478677110531,0.0026109660574412533
BC_208,BC_20,0.8050478677110531,0.002175805047867711
BC_218,BC_20,0.8050478677110531,0.0013054830287206266
BC_225,BC_20,0.8050478677110531,0.0017406440382941688
BC_228,BC_20,0.8050478677110531,0.0013054830287206266
BC_229,BC_20,0.8050478677110531,0.0013054830287206266
BC_24,BC_20,0.8050478677110531,0.002175805047867711
BC_25,BC_20,0.8050478677110531,0.0013054830287206266
BC_27,BC_20,0.8050478677110531,0.0017406440382941688
BC_28,BC_20,0.8050478677110531,0.0026109660574412533
BC_33,BC_20,0.8050478677110531,0.0017406440382941688
BC_34,BC_20,0.8050478677110531,0.0013054830287206266
BC_35,BC_20,0.8050478677110531,0.0013054830287206266
BC_40,BC_20,0.8050478677110531,0.002175805047867711
BC_45,BC_20,0.8050478677110531,0.0026109660574412533
BC_46,BC_20,0.8050478677110531,0.002175805047867711
BC_47,BC_20,0.8050478677110531,0.002175805047867711
BC_52,BC_20,0.8050478677110531,0.0026109660574412533
BC_54,BC_20,0.8050478677110531,0.0017406440382941688
BC_57,BC_20,0.8050478677110531,0.004786771105308964
BC_58,BC_20,0.8050478677110531,0.002175805047867711
BC_62,BC_20,0.8050478677110531,0.002175805047867711
BC_71,BC_20,0.8050478677110531,0.0013054830287206266
BC_76,BC_20,0.8050478677110531,0.0013054830287206266
BC_81,BC_20,0.8050478677110531,0.0013054830287206266
BC_83,BC_20,0.8050478677110531,0.002175805047867711
BC_90,BC_20,0.8050478677110531,0.006092254134029591
BC_91,BC_20,0.8050478677110531,0.0026109660574412533
BC_93,BC_20,0.8050478677110531,0.0030461270670147957
BC_95,BC_20,0.8050478677110531,0.0039164490861618795
BC_97,BC_20,0.8050478677110531,0.006527415143603133
BC_10,BC_21,0.8900256971542782,0.002902826686970591
BC_11,BC_21,0.8900256971542782,0.0038545731417150473
BC_12,BC_21,0.8900256971542782,0.007613971637955649
BC_13,BC_21,0.8900256971542782,0.008565718092700104
BC_14,BC_21,0.8900256971542782,0.01441895878937851
BC_15,BC_21,0.8900256971542782,0.004711144950985058
BC_16,BC_21,0.8900256971542782,0.008660892738174551
BC_17,BC_21,0.8900256971542782,0.0016655562958027982
BC_18,BC_21,0.8900256971542782,0.0010469211002189017
BC_19,BC_21,0.8900256971542782,0.0050442562101456175
BC_20,BC_21,0.8900256971542782,0.03274007804320929
BC_21,BC_21,0.8900256971542782,0.8900256971542782
BC_16,BC_22,0.8086986213666824,0.002048743010798583
BC_17,BC_22,0.8086986213666824,0.0030731145161978744
BC_18,BC_22,0.8086986213666824,0.0034145716846643048
BC_19,BC_22,0.8086986213666824,0.020444747961927526
BC_20,BC_22,0.8086986213666824,0.04801741431559179
BC_21,BC_22,0.8086986213666824,0.09159588544111998
BC_22,BC_22,0.8086986213666824,0.8086986213666824
BC_94,BC_22,0.8086986213666824,0.0012804643817491143
BC_11,BC_23,0.9011219147344802,0.002742458239840439
BC_12,BC_23,0.9011219147344802,0.004188481675392671
BC_13,BC_23,0.9011219147344802,0.005983545250560957
BC_14,BC_23,0.9011219147344802,0.007828471702817252
BC_15,BC_23,0.9011219147344802,0.007080528546497133
BC_16,BC_23,0.9011219147344802,0.011518324607329843
BC_17,BC_23,0.9011219147344802,0.004986287708800797
BC_18,BC_23,0.9011219147344802,0.0024931438544003987
BC_19,BC_23,0.9011219147344802,0.002642732485664423
BC_20,BC_23,0.9011219147344802,0.006232859636000997
BC_21,BC_23,0.9011219147344802,0.023086512091747693
BC_23,BC_23,0.9011219147344802,0.9011219147344802
BC_11,BC_24,0.9048001284315299,0.0013913415743565046
BC_12,BC_24,0.9048001284315299,0.0020870123615347566
BC_13,BC_24,0.9048001284315299,0.005404826885000267
BC_14,BC_24,0.9048001284315299,0.004334564135495264
BC_15,BC_24,0.9048001284315299,0.006903194734307273
BC_16,BC_24,0.9048001284315299,0.013110718681436293
BC_17,BC_24,0.9048001284315299,0.008615615133515279
BC_18,BC_24,0.9048001284315299,0.005458340022475518
BC_19,BC_24,0.9048001284315299,0.0014448547118317548
BC_20,BC_24,0.9048001284315299,0.002515117461336758
BC_21,BC_24,0.9048001284315299,0.004869695510247766
BC_23,BC_24,0.9048001284315299,0.017819874779258307
BC_24,BC_24,0.9048001284315299,0.9048001284315299
BC_11,BC_25,0.8887373177593998,0.0014493989257396197
BC_12,BC_25,0.8887373177593998,0.0012788814050643704
BC_13,BC_25,0.8887373177593998,0.004945008099582232
BC_14,BC_25,0.8887373177593998,0.003069315372154489
BC_15,BC_25,0.8887373177593998,0.008440617273424844
BC_16,BC_25,0.8887373177593998,0.010316310000852588
BC_17,BC_25,0.8887373177593998,0.014408730497058573
BC_18,BC_25,0.8887373177593998,0.011765708926592207
BC_19,BC_25,0.8887373177593998,0.0014493989257396197
BC_20,BC_25,0.8887373177593998,0.0017051752067524938
BC_21,BC_25,0.8887373177593998,0.002557762810128741
BC_23,BC_25,0.8887373177593998,0.005030266859919857
BC_24,BC_25,0.8887373177593998,0.015176059340097196
BC_25,BC_25,0.8887373177593998,0.8887373177593998
BC_52,BC_25,0.8887373177593998,0.0012788814050643704
BC_90,BC_25,0.8887373177593998,0.0018756927274277432
BC_97,BC_25,0.8887373177593998,0.0011936226447267456
BC_13,BC_26,0.9066755865628136,0.002389257896497348
BC_14,BC_26,0.9066755865628136,0.0017202656854780904
BC_15,BC_26,0.9066755865628136,0.006403211162612893
BC_16,BC_26,0.9066755865628136,0.007645625268791513
BC_17,BC_26,0.9066755865628136,0.014048836431404406
BC_18,BC_26,0.9066755865628136,0.011181726955607589
BC_19,BC_26,0.9066755865628136,0.0018636211592679313
BC_20,BC_26,0.9066755865628136,0.0029626797916567113
BC_21,BC_26,0.9066755865628136,0.002628183686147083
BC_23,BC_26,0.9066755865628136,0.0043006642136952265
BC_24,BC_26,0.9066755865628136,0.00329717589716634
BC_25,BC_26,0.9066755865628136,0.01256749653557605
BC_26,BC_26,0.9066755865628136,0.9066755865628136
BC_13,BC_27,0.87689508793208,0.0010309278350515464
BC_15,BC_27,0.87689508793208,0.004426925409338993
BC_16,BC_27,0.87689508793208,0.0026076409945421466
BC_17,BC_27,0.87689508793208,0.011825348696179502
BC_18,BC_27,0.87689508793208,0.007095209217707702
BC_19,BC_27,0.87689508793208,0.004608853850818678
BC_20,BC_27,0.87689508793208,0.007155852031534263
BC_21,BC_27,0.87689508793208,0.007155852031534263
BC_23,BC_27,0.87689508793208,0.009581564584596726
BC_24,BC_27,0.87689508793208,0.002001212856276531
BC_25,BC_27,0.87689508793208,0.002425712553062462
BC_26,BC_27,0.87689508793208,0.043602183141297754
BC_27,BC_27,0.87689508793208,0.87689508793208
BC_15,BC_28,0.9020216743773369,0.0019012611699093733
BC_16,BC_28,0.9020216743773369,0.001267507446606249
BC_17,BC_28,0.9020216743773369,0.00545028202040687
BC_18,BC_28,0.9020216743773369,0.0022181380315609354
BC_19,BC_28,0.9020216743773369,0.006147411116040307
BC_20,BC_28,0.9020216743773369,0.007224792445655618
BC_21,BC_28,0.9020216743773369,0.010773813296153114
BC_23,BC_28,0.9020216743773369,0.011787819253438114
BC_24,BC_28,0.9020216743773369,0.002535014893212498
BC_25,BC_28,0.9020216743773369,0.0012041320742759364
BC_26,BC_28,0.9020216743773369,0.008238798402940617
BC_27,BC_28,0.9020216743773369,0.018568984092781547
BC_28,BC_28,0.9020216743773369,0.9020216743773369
BC_15,BC_29,0.8877580551803974,0.0013988037815936716
BC_17,BC_29,0.8877580551803974,0.0027976075631873432
BC_18,BC_29,0.8877580551803974,0.0010611614894848543
BC_19,BC_29,0.8877580551803974,0.007090488134285163
BC_20,BC_29,0.8877580551803974,0.007862241944819602
BC_21,BC_29,0.8877580551803974,0.012010418676442215
BC_23,BC_29,0.8877580551803974,0.016110360794906426
BC_24,BC_29,0.8877580551803974,0.007331661200077175
BC_25,BC_29,0.8877580551803974,0.0021223229789697085
BC_26,BC_29,0.8877580551803974,0.0037622998263553927
BC_27,BC_29,0.8877580551803974,0.004196411344781015
BC_28,BC_29,0.8877580551803974,0.02677021030291337
BC_29,BC_29,0.8877580551803974,0.8877580551803974
BC_19,BC_30,0.8998813315845356,0.004122166010867528
BC_20,BC_30,0.8998813315845356,0.005371307226281931
BC_21,BC_30,0.8998813315845356,0.008306789082505777
BC_23,BC_30,0.8998813315845356,0.013365811004934107
BC_24,BC_30,0.8998813315845356,0.00936855911560802
